word,freq,p
Copyright,1689,0.0009189346234326697
people,1689,0.0009189346234326697
all,1689,0.0009189346234326697
rights,1689,0.0009189346234326697
reserved,1689,0.0009189346234326697
实施,1674,0.0009107735699385962
投资,1674,0.0009107735699385962
精神,1647,0.0008960836736492641
更加,1609,0.0008754090047976113
数据,1600,0.0008705123727011673
他,1598,0.0008694242322352908
支持,1580,0.0008596309680424026
生活,1548,0.0008422207205883793
作为,1527,0.0008307952456966765
环境,1524,0.0008291630349978618
已,1519,0.0008264426838331707
机制,1510,0.0008215460517367266
需求,1502,0.0008171934898732208
促进,1498,0.0008150172089414679
时,1482,0.0008063120852144562
重点,1477,0.000803591734049765
中央,1473,0.0008014154531180121
进一步,1447,0.0007872696270616182
于,1444,0.0007856374163628034
地,1444,0.0007856374163628034
形成,1441,0.0007840052056639887
被,1436,0.0007812848544992976
平台,1435,0.0007807407842663594
战略,1433,0.0007796526438004829
规划,1432,0.0007791085735675447
保护,1417,0.0007709475200734713
又,1416,0.000770403449840533
深入,1413,0.0007687712391417184
里,1412,0.0007682271689087801
学习,1412,0.0007682271689087801
地区,1401,0.0007622423963464596
提出,1400,0.0007616983261135214
城市,1396,0.0007595220451817684
部门,1364,0.0007421117977277451
能力,1348,0.0007334066740007334
特色,1348,0.0007334066740007334
不仅,1342,0.000730142252603104
活动,1339,0.0007285100419042893
传统,1335,0.0007263337609725364
方面,1329,0.000723069339574907
深化,1324,0.0007203489884102159
资源,1322,0.0007192608479443394
共同,1319,0.0007176286372455248
基础,1315,0.0007154523563137719
各,1314,0.0007149082860808336
要求,1309,0.0007121879349161424
完善,1306,0.0007105557242173278
出,1306,0.0007105557242173278
产品,1298,0.000706203162353822
研究,1296,0.0007051150218879454
未来,1293,0.0007034828111891308
进行,1277,0.0006947776874621191
之,1260,0.0006855284935021692
生产,1260,0.0006855284935021692
民生,1254,0.0006822640721045398
加快,1252,0.0006811759316386634
系统,1246,0.000677911510241034
中心,1245,0.0006773674400080957
教育,1241,0.0006751911590763428
人工智能,1240,0.0006746470888434046
文明,1230,0.0006692063865140223
关系,1221,0.0006643097544175783
会,1214,0.0006605012627870107
相关,1203,0.0006545164902246901
介绍,1201,0.0006534283497588137
时期,1198,0.0006517961390599989
优化,1198,0.0006517961390599989
稳定,1197,0.0006512520688270608
构建,1192,0.0006485317176623696
社会主义,1191,0.0006479876474294314
管理,1190,0.0006474435771964931
落实,1178,0.0006409147344012344
日电,1176,0.000639826593935358
任务,1174,0.0006387384534694815
需要,1168,0.0006354740320718521
有效,1155,0.0006284011190436551
强调,1152,0.0006267689083448404
重大,1148,0.0006245926274130875
政治,1142,0.0006213282060154581
就业,1140,0.0006202400655495817
实践,1126,0.0006126230822884464
开放,1123,0.0006109908715896318
融合,1122,0.0006104468013566935
优势,1109,0.0006033738883284965
改革,1106,0.0006017416776296819
智能,1103,0.0006001094669308672
来,1101,0.0005990213264649907
党中央,1093,0.0005946687646014849
成果,1091,0.0005935806241356084
既,1085,0.0005903162027379791
基层,1080,0.0005875958515732879
组织,1075,0.0005848755004085967
农业,1074,0.0005843314301756585
全,1070,0.0005821551492439056
空间,1067,0.0005805229385450909
同时,1066,0.0005799788683121526
而,1060,0.0005767144469145233
但,1059,0.0005761703766815851
就是,1059,0.0005761703766815851
部署,1056,0.0005745381659827704
方式,1051,0.0005718178148180792
应用,1050,0.000571273744585141
增强,1050,0.000571273744585141
最,1043,0.0005674652529545734
数字,1043,0.0005674652529545734
提高,1038,0.0005647449017898823
力量,1037,0.000564200831556944
中国式,1036,0.0005636567613240058
升级,1035,0.0005631126910910676
再,1034,0.0005625686208581293
协同,1033,0.0005620245506251911
正,1032,0.0005614804803922528
精准,1026,0.0005582160589946235
乡村,1020,0.0005549516375969941
主席,1016,0.0005527753566652412
强化,1015,0.0005522312864323029
会议,1011,0.00055005500550055
以来,1010,0.0005495109352676119
科学,1008,0.0005484227948017354
完成,1007,0.0005478787245687971
行动,1006,0.000547334654335859
维护,1006,0.000547334654335859
解决,1005,0.0005467905841029207
引领,1000,0.0005440702329382295
如何,986,0.0005364532496770943
一年,985,0.000535909179444156
团队,983,0.0005348210389782796
积极,981,0.0005337328985124031
关键,980,0.000533188828279465
必须,978,0.0005321006878135885
法治,978,0.0005321006878135885
超,975,0.0005304684771147738
这些,973,0.0005293803366488973
场景,967,0.000526115915251268
可以,963,0.0005239396343195151
及,954,0.000519043002223071
至,951,0.0005174107915242562
们,948,0.0005157785808254416
取得,947,0.0005152345105925033
作用,946,0.0005146904403595652
更好,944,0.0005136022998936887
地方,944,0.0005136022998936887
目标,942,0.0005125141594278123
交流,938,0.0005103378784960593
看,938,0.0005103378784960593
区域,932,0.0005070734570984299
突破,932,0.0005070734570984299
深刻,931,0.0005065293868654917
转型,930,0.0005059853166325534
本报记者,925,0.0005032649654678624
指出,920,0.0005005446143031712
核心,913,0.0004967361226726035
社区,910,0.0004951039119737889
化,910,0.0004951039119737889
活力,905,0.0004923835608090977
长江,905,0.0004923835608090977
打造,904,0.0004918394905761595
其,900,0.0004896632096444065
理论,898,0.0004885750691785301
模式,892,0.0004853106477809007
发挥,889,0.00048367843708208605
统一,889,0.00048367843708208605
同比,882,0.00047986994545151846
旅游,877,0.0004771495942868273
内,876,0.00047660552405388905
由,875,0.0004760614538209508
工业,869,0.00047279703242332147
起,868,0.00047225296219038324
参与,863,0.0004695326110256921
基本,861,0.0004684444705598156
没有,860,0.0004679004003268774
监督,859,0.00046735633009393915
风险,856,0.00046572411939512447
政府,854,0.000464635978929248
规定,854,0.000464635978929248
本报,852,0.00046354783846337157
高,851,0.00046300376823043334
转化,848,0.00046137155753161866
拓展,845,0.00045973934683280393
建立,839,0.00045647492543517457
挑战,836,0.0004548427147363599
给,834,0.00045375457427048344
如今,824,0.0004483138719411011
保持,824,0.0004483138719411011
举措,822,0.00044722573147522467
汽车,822,0.00044722573147522467
领导,820,0.0004461375910093482
研发,819,0.00044559352077641
自己,819,0.00044559352077641
统筹,817,0.00044450538031053354
规模,815,0.0004434172398446571
经济社会,811,0.00044124095891290413
坚定,806,0.000438520607748213
智慧,800,0.00043525618635058364
干部,800,0.00043525618635058364
探索,795,0.00043253583518589246
深度,791,0.00043035955425413955
整治,789,0.0004292714137882631
做,788,0.00042872734355532487
工程,787,0.00042818327332238665
贯彻,783,0.00042600699239063374
才能,780,0.000424374781691819
达,779,0.0004238307114588808
公司,777,0.00042274257099300433
水平,776,0.0004221985007600661
设计,774,0.00042111036029418965
行业,772,0.0004200222198283132
居民,770,0.00041893407936243675
一,770,0.00041893407936243675
具有,767,0.00041730186866362207
支撑,767,0.00041730186866362207
作出,766,0.00041675779843068384
价值,765,0.0004162137281977456
扩大,762,0.0004145815174989309
时间,761,0.00041403744726599265
创造,760,0.00041349337703305443
不同,754,0.00041022895563542507
当地,752,0.0004091408151695486
村民,751,0.0004085967449366104
生产力,751,0.0004085967449366104
他们,748,0.0004069645342377957
这是,748,0.0004069645342377957
情况,748,0.0004069645342377957
其中,748,0.0004069645342377957
农村,746,0.0004058763937719192
建议,740,0.00040261197237428985
人才,740,0.00040261197237428985
目前,738,0.0004015238319084134
主要,732,0.00039825941051078404
健康,731,0.00039771534027784576
发布,729,0.0003966271998119693
信息,727,0.00039553905934609285
届,725,0.0003944509188802164
前,723,0.00039336277841433995
标准,721,0.0003922746379484635
占,720,0.00039173056771552527
国内,719,0.00039118649748258704
亿元,718,0.0003906424272496488
人类,716,0.00038955428678377237
继续,714,0.00038846614631789586
人口,714,0.00038846614631789586
得,712,0.0003873780058520194
网络,712,0.0003873780058520194
以上,711,0.0003868339356190812
制造,708,0.0003852017249202665
同,708,0.0003852017249202665
区,699,0.00038030509282382247
变化,699,0.00038030509282382247
超过,697,0.00037921695235794596
经验,696,0.00037867288212500773
培育,696,0.00037867288212500773
负责人,694,0.0003775847416591313
聚焦,693,0.00037704067142619305
理念,692,0.00037649660119325483
改造,690,0.0003754084607273784
把握,689,0.00037486439049444015
确保,689,0.00037486439049444015
新能源,688,0.0003743203202615019
一些,687,0.0003737762500285637
小,686,0.00037323217979562547
游客,682,0.00037105589886387257
发现,682,0.00037105589886387257
综合,680,0.00036996775839799606
高效,678,0.0003688796179321196
近年来,676,0.00036779147746624315
走,674,0.0003667033370003667
家,673,0.0003661592667674285
体验,673,0.0003661592667674285
她,672,0.00036561519653449025
丰富,670,0.0003645270560686138
能源,667,0.0003628948453697991
艺术,666,0.0003623507751368609
二十,666,0.0003623507751368609
带来,665,0.0003618067049039226
累计,664,0.0003612626346709844
大家,661,0.0003596304239721697
比,660,0.0003590863537392315
制定,659,0.00035854228350629325
约,659,0.00035854228350629325
机器人,656,0.0003569100728074786
赋能,656,0.0003569100728074786
双方,654,0.0003558219323416021
始终,653,0.0003552778621086639
长期,653,0.0003552778621086639
中方,653,0.0003552778621086639
明确,651,0.00035418972164278744
协调,651,0.00035418972164278744
过去,649,0.000353101581176911
十四五,646,0.00035146937047809626
上海,646,0.00035146937047809626
或,645,0.00035092530024515803
主体,642,0.00034929308954634335
改善,637,0.0003465727383816522
方案,636,0.000346028668148714
共,635,0.00034548459791577577
最大,635,0.00034548459791577577
这个,632,0.00034385238721696104
各地,632,0.00034385238721696104
人员,631,0.0003433083169840228
有力,626,0.0003405879658193317
设备,624,0.00033949982535345523
新质,623,0.000338955755120517
助力,622,0.0003384116848875788
制造业,621,0.00033786761465464055
做好,620,0.0003373235444217023
带动,619,0.0003367794741887641
两个,618,0.00033623540395582587
规范,618,0.00033623540395582587
不能,616,0.00033514726348994936
村,613,0.0003335150527911347
方向,612,0.00033297098255819646
引导,612,0.00033297098255819646
责任,610,0.00033188284209232
日本,610,0.00033188284209232
关于,609,0.0003313387718593818
条件,608,0.00033079470162644355
利用,607,0.00033025063139350533
动力,607,0.00033025063139350533
覆盖,606,0.0003297065611605671
有关,605,0.0003291624909276289
高水平,604,0.00032861842069469065
海南,600,0.00032644213976293774
学生,598,0.00032535399929706124
指导,597,0.000324809929064123
供给,596,0.0003242658588311848
健全,596,0.0003242658588311848
集团,594,0.00032317771836530833
起来,593,0.0003226336481323701
孩子,591,0.00032154550766649365
落地,588,0.000319913296967679
补贴,587,0.00031936922673474075
过程,580,0.0003155607351041731
而是,580,0.0003155607351041731
民族,579,0.0003150166648712349
动能,579,0.0003150166648712349
正在,578,0.00031447259463829666
很,577,0.00031392852440535843
当前,576,0.0003133844541724202
阅读,572,0.0003112081732406673
近,571,0.0003106641030077291
万亿元,569,0.0003095759625418526
联合,568,0.0003090318923089144
体现,566,0.0003079437518430379
贡献,565,0.00030739968161009966
多个,564,0.00030685561137716144
现在,564,0.00030685561137716144
和平,563,0.0003063115411442232
青年,559,0.0003041352602124703
道路,559,0.0003041352602124703
着力,559,0.0003041352602124703
随着,558,0.0003035911899795321
每,557,0.00030304711974659385
倡议,557,0.00030304711974659385
机构,556,0.00030250304951365563
这里,556,0.00030250304951365563
机遇,556,0.00030250304951365563
较,555,0.0003019589792807174
建筑,555,0.0003019589792807174
该,554,0.0003014149090477792
去,551,0.0002997826983489645
革命,551,0.0002997826983489645
培训,549,0.000298694557883088
运行,549,0.000298694557883088
不少,547,0.00029760641741721154
良好,547,0.00029760641741721154
决策,546,0.0002970623471842733
建成,545,0.0002965182769513351
连续,544,0.00029597420671839686
可能,544,0.00029597420671839686
这一,544,0.00029597420671839686
非洲,544,0.00029597420671839686
中非,543,0.00029543013648545863
使用,542,0.0002948860662525204
功能,542,0.0002948860662525204
质量,542,0.0002948860662525204
资金,540,0.00029379792578664395
主动,539,0.0002932538555537057
路,538,0.0002927097853207675
越来越,537,0.0002921657150878293
影响,537,0.0002921657150878293
结构,536,0.00029162164485489105
投入,535,0.0002910775746219528
各类,533,0.0002899894341560763
监管,532,0.0002894453639231381
贸易,531,0.00028890129369019986
法规,530,0.00028835722345726164
共享,529,0.0002878131532243234
担当,529,0.0002878131532243234
作风,528,0.0002872690829913852
抓,528,0.0002872690829913852
传承,524,0.0002850928020596323
有限公司,524,0.0002850928020596323
产业链,523,0.00028454873182669405
面对,523,0.00028454873182669405
努力,521,0.0002834605913608176
来自,519,0.00028237245089494115
实际,517,0.00028128431042906464
希望,515,0.0002801961699631882
增加,515,0.0002801961699631882
经营,515,0.0002801961699631882
以及,514,0.00027965209973024996
特别,514,0.00027965209973024996
法律,514,0.00027965209973024996
加速,513,0.00027910802949731174
获得,511,0.0002780198890314353
满足,510,0.00027747581879849706
结合,508,0.0002763876783326206
不是,508,0.0002763876783326206
四中全会,508,0.0002763876783326206
布局,506,0.00027529953786674415
专业,505,0.0002747554676338059
运营,505,0.0002747554676338059
新型,504,0.0002742113974008677
首次,502,0.00027312325693499125
当,502,0.00027312325693499125
医疗,501,0.00027257918670205297
注入,498,0.0002709469760032383
路径,498,0.0002709469760032383
开局,497,0.00027040290577030006
看到,497,0.00027040290577030006
故事,497,0.00027040290577030006
同志,497,0.00027040290577030006
新华社,497,0.00027040290577030006
举办,497,0.00027040290577030006
非,496,0.00026985883553736184
突出,495,0.0002693147653044236
成功,494,0.0002687706950714854
难题,493,0.00026822662483854716
纪检监察,492,0.00026768255460560893
进入,491,0.0002671384843726707
事业,489,0.00026605034390679425
副,488,0.000265506273673856
激发,488,0.000265506273673856
代表,487,0.0002649622034409178
各国,486,0.0002644181332079796
开发,482,0.0002622418522762266
多年,481,0.0002616977820432884
第一,481,0.0002616977820432884
围绕,480,0.00026115371181035016
它,480,0.00026115371181035016
启动,478,0.0002600655713444737
这样,478,0.0002600655713444737
共建,477,0.0002595215011115355
养老,477,0.0002595215011115355
模型,476,0.00025897743087859726
存在,475,0.00025843336064565903
意义,475,0.00025843336064565903
群体,474,0.0002578892904127208
得到,472,0.00025680114994684435
主任,472,0.00025680114994684435
处理,472,0.00025680114994684435
真正,471,0.0002562570797139061
今年,469,0.0002551689392480297
事,467,0.00025408079878215317
复杂,466,0.00025353672854921494
能够,466,0.00025353672854921494
一系列,465,0.0002529926583162767
老,465,0.0002529926583162767
凝聚,464,0.0002524485880833385
自身,464,0.0002524485880833385
原则,464,0.0002524485880833385
强大,463,0.00025190451785040026
发力,461,0.0002508163773845238
快速,461,0.0002508163773845238
走进,460,0.0002502723071515856
融入,460,0.0002502723071515856
开始,459,0.00024972823691864736
越,458,0.00024918416668570913
效率,458,0.00024918416668570913
自主,457,0.0002486400964527709
常态,457,0.0002486400964527709
曾,456,0.0002480960262198327
国,456,0.0002480960262198327
坚决,454,0.0002470078857539562
召开,453,0.000246463815521018
加大,452,0.0002459197452880798
却,451,0.0002453756750551415
了解,449,0.00024428753458926504
内容,447,0.0002431993941233886
帮助,447,0.0002431993941233886
八项,447,0.0002431993941233886
机关,447,0.0002431993941233886
感受,445,0.00024211125365751214
品牌,445,0.00024211125365751214
主题,445,0.00024211125365751214
推出,444,0.0002415671834245739
因地制宜,444,0.0002415671834245739
应,444,0.0002415671834245739
措施,443,0.00024102311319163568
集中,440,0.000239390902492821
正式,439,0.00023884683225988275
一次,439,0.00023884683225988275
强,439,0.00023884683225988275
自然,438,0.00023830276202694453
一批,438,0.00023830276202694453
基础设施,438,0.00023830276202694453
吸引,436,0.00023721462156106807
释放,436,0.00023721462156106807
收入,436,0.00023721462156106807
显示,435,0.00023667055132812985
力度,434,0.00023612648109519162
面临,434,0.00023612648109519162
达到,433,0.0002355824108622534
计划,433,0.0002355824108622534
方法,433,0.0002355824108622534
家庭,433,0.0002355824108622534
举行,433,0.0002355824108622534
格局,432,0.00023503834062931517
过,431,0.00023449427039637691
一起,430,0.0002339502001634387
出口,430,0.0002339502001634387
近日,430,0.0002339502001634387
治党,430,0.0002339502001634387
信心,429,0.00023340612993050046
之一,428,0.00023286205969756224
比如,428,0.00023286205969756224
对于,428,0.00023286205969756224
关注,426,0.00023177391923168578
践行,426,0.00023177391923168578
充分,425,0.00023122984899874756
共同体,425,0.00023122984899874756
正是,423,0.00023014170853287108
已经,423,0.00023014170853287108
范围,423,0.00023014170853287108
人们,422,0.00022959763829993285
应对,422,0.00022959763829993285
行为,421,0.00022905356806699463
监委,421,0.00022905356806699463
为了,420,0.0002285094978340564
振兴,420,0.0002285094978340564
更是,420,0.0002285094978340564
才,420,0.0002285094978340564
先进,419,0.00022796542760111817
单位,418,0.00022742135736817995
一条,418,0.00022742135736817995
对话,416,0.0002263332169023035
生态环境,414,0.00022524507643642701
成效,414,0.00022524507643642701
带,414,0.00022524507643642701
韧性,413,0.0002247010062034888
这种,412,0.00022415693597055056
科研,411,0.00022361286573761234
还有,411,0.00022361286573761234
电影,411,0.00022361286573761234
材料,410,0.0002230687955046741
生动,410,0.0002230687955046741
成,410,0.0002230687955046741
清单,409,0.00022252472527173588
自,409,0.00022252472527173588
两,409,0.00022252472527173588
针对,408,0.00022198065503879766
彰显,408,0.00022198065503879766
站,407,0.00022143658480585943
巩固,407,0.00022143658480585943
根本,407,0.00022143658480585943
公务员,406,0.00022089251457292118
中华民族,405,0.00022034844433998295
营造,405,0.00022034844433998295
则,404,0.00021980437410704473
正确,404,0.00021980437410704473
式,403,0.0002192603038741065
命运,402,0.00021871623364116827
截至,400,0.00021762809317529182
自我,400,0.00021762809317529182
依托,400,0.00021762809317529182
执行,397,0.00021599588247647711
铁路,397,0.00021599588247647711
树立,397,0.00021599588247647711
其他,396,0.0002154518122435389
人文,396,0.0002154518122435389
二,395,0.00021490774201060066
现实,395,0.00021490774201060066
现代,395,0.00021490774201060066
需,395,0.00021490774201060066
许多,394,0.00021436367177766244
多元,394,0.00021436367177766244
专项,393,0.0002138196015447242
强国,393,0.0002138196015447242
项,393,0.0002138196015447242
像,392,0.00021327553131178598
性,392,0.00021327553131178598
做到,391,0.00021273146107884776
监测,388,0.00021109925038003305
认为,388,0.00021109925038003305
什么,387,0.00021055518014709483
一体,387,0.00021055518014709483
阶段,387,0.00021055518014709483
成立,386,0.0002100111099141566
金融,386,0.0002100111099141566
整体,385,0.00020946703968121837
高度,384,0.00020892296944828015
现场,383,0.00020837889921534192
前行,383,0.00020837889921534192
大国,383,0.00020837889921534192
经过,380,0.00020674668851652721
来到,380,0.00020674668851652721
发生,379,0.000206202618283589
文物,378,0.00020565854805065076
业态,378,0.00020565854805065076
出台,378,0.00020565854805065076
间,377,0.00020511447781771254
专家,377,0.00020511447781771254
冰雪,377,0.00020511447781771254
仍,376,0.0002045704075847743
脱贫,376,0.0002045704075847743
高校,375,0.00020402633735183608
小时,374,0.00020348226711889786
重要讲话,373,0.0002029381968859596
转变,372,0.00020239412665302138
分别,371,0.00020185005642008315
因,371,0.00020185005642008315
成本,371,0.00020185005642008315
根据,370,0.00020130598618714492
宣传,370,0.00020130598618714492
友好,370,0.00020130598618714492
各级,370,0.00020130598618714492
期待,367,0.00019967377548833025
在于,367,0.00019967377548833025
包括,367,0.00019967377548833025
展现,367,0.00019967377548833025
一种,367,0.00019967377548833025
复兴,367,0.00019967377548833025
从严治党,367,0.00019967377548833025
名,367,0.00019967377548833025
扎实,366,0.00019912970525539202
参加,366,0.00019912970525539202
对接,366,0.00019912970525539202
依法治国,366,0.00019912970525539202
修复,365,0.00019858563502245377
广大,364,0.00019804156478951554
出现,364,0.00019804156478951554
一体化,364,0.00019804156478951554
潜力,364,0.00019804156478951554
便,363,0.00019749749455657731
实验室,363,0.00019749749455657731
还是,362,0.0001969534243236391
学院,361,0.00019640935409070086
成长,361,0.00019640935409070086
小区,361,0.00019640935409070086
商品,361,0.00019640935409070086
显著,361,0.00019640935409070086
基地,361,0.00019640935409070086
规则,361,0.00019640935409070086
部分,360,0.00019586528385776264
鼓励,358,0.00019477714339188618
流程,356,0.0001936890029260097
务实,356,0.0001936890029260097
消费者,356,0.0001936890029260097
直接,356,0.0001936890029260097
成就,355,0.00019314493269307148
幸福,354,0.00019260086246013325
共识,354,0.00019260086246013325
预期,354,0.00019260086246013325
如,353,0.00019205679222719502
选择,353,0.00019205679222719502
背后,353,0.00019205679222719502
调查,352,0.0001915127219942568
之间,352,0.0001915127219942568
作者,352,0.0001915127219942568
联合国,352,0.0001915127219942568
携手,350,0.00019042458152838035
最终,349,0.0001898805112954421
考核,349,0.0001898805112954421
要素,348,0.00018933644106250387
期间,347,0.00018879237082956564
干,347,0.00018879237082956564
马克思主义,347,0.00018879237082956564
万元,347,0.00018879237082956564
意见,347,0.00018879237082956564
岁,346,0.00018824830059662741
拥有,346,0.00018824830059662741
搞,345,0.0001877042303636892
破解,344,0.00018716016013075096
今天,344,0.00018716016013075096
合理,344,0.00018716016013075096
公里,344,0.00018716016013075096
创业,344,0.00018716016013075096
业务,343,0.00018661608989781274
分析,343,0.00018661608989781274
一步,342,0.0001860720196648745
贯彻落实,341,0.00018552794943193628
气象,340,0.00018498387919899803
调研,340,0.00018498387919899803
帮扶,340,0.00018498387919899803
工厂,339,0.0001844398089660598
联动,338,0.00018389573873312158
旅客,338,0.00018389573873312158
认识,338,0.00018389573873312158
中央纪委,338,0.00018389573873312158
稳,337,0.00018335166850018335
试点,336,0.00018280759826724512
浙江,336,0.00018280759826724512
办,336,0.00018280759826724512
中国共产党,336,0.00018280759826724512
美国,335,0.0001822635280343069
温暖,334,0.00018171945780136867
一定,334,0.00018171945780136867
公园,334,0.00018171945780136867
传播,334,0.00018171945780136867
规律,334,0.00018171945780136867
变革,333,0.00018117538756843045
公共,333,0.00018117538756843045
检查,333,0.00018117538756843045
文旅,332,0.0001806313173354922
媒体,331,0.00018008724710255397
年轻人,331,0.00018008724710255397
环节,330,0.00017954317686961574
广泛,330,0.00017954317686961574
一路,330,0.00017954317686961574
执法,330,0.00017954317686961574
你,329,0.00017899910663667751
物流,329,0.00017899910663667751
市民,329,0.00017899910663667751
守护,328,0.0001784550364037393
设施,328,0.0001784550364037393
运用,328,0.0001784550364037393
调整,327,0.00017791096617080106
观众,326,0.00017736689593786284
很多,326,0.00017736689593786284
驱动,326,0.00017736689593786284
形式主义,326,0.00017736689593786284
推广,326,0.00017736689593786284
学校,325,0.0001768228257049246
降低,325,0.0001768228257049246
类,325,0.0001768228257049246
AI,325,0.0001768228257049246
纳入,323,0.00017573468523904813
重庆,323,0.00017573468523904813
政绩观,323,0.00017573468523904813
只有,322,0.0001751906150061099
繁荣,322,0.0001751906150061099
对外开放,320,0.00017410247454023345
米,320,0.00017410247454023345
难,320,0.00017410247454023345
实干,320,0.00017410247454023345
减负,320,0.00017410247454023345
农民,319,0.00017355840430729522
通道,319,0.00017355840430729522
高铁,319,0.00017355840430729522
元,319,0.00017355840430729522
营商,319,0.00017355840430729522
奋斗,318,0.000173014334074357
一场,317,0.00017247026384141877
数量,317,0.00017247026384141877
点,317,0.00017247026384141877
形式,317,0.00017247026384141877
中华,316,0.00017192619360848052
优质,316,0.00017192619360848052
效能,316,0.00017192619360848052
坚实,315,0.0001713821233755423
总理,315,0.0001713821233755423
老人,315,0.0001713821233755423
印发,315,0.0001713821233755423
指引,313,0.00017029398290966584
街道,313,0.00017029398290966584
采访,313,0.00017029398290966584
总,312,0.00016974991267672761
依法,312,0.00016974991267672761
腐败,311,0.0001692058424437894
型,310,0.00016866177221085116
效应,310,0.00016866177221085116
使命,309,0.00016811770197791294
反映,309,0.00016811770197791294
两国,309,0.00016811770197791294
国务院,309,0.00016811770197791294
攻坚,309,0.00016811770197791294
更新,308,0.00016757363174497468
决定,308,0.00016757363174497468
优,308,0.00016757363174497468
清晰,306,0.00016648549127909823
技能,305,0.00016594142104616
一线,305,0.00016594142104616
广东,305,0.00016594142104616
公共服务,305,0.00016594142104616
有序,305,0.00016594142104616
台湾,305,0.00016594142104616
自动,304,0.00016539735081322178
利益,304,0.00016539735081322178
全局,304,0.00016539735081322178
论坛,304,0.00016539735081322178
找到,304,0.00016539735081322178
设立,303,0.00016485328058028355
反腐败,303,0.00016485328058028355
快,302,0.00016430921034734532
夯实,302,0.00016430921034734532
量,302,0.00016430921034734532
