word,freq_2026,p_2026,freq_1998,p_1998,logratio_2026_vs_1998,delta_p
１３日,0.0,0.0,135.0,0.0001449488545282,-11.884143130749436,-0.0001449488545282
２１,0.0,0.0,131.0,0.0001406540736533,-11.854065886166786,-0.0001406540736533
岚清,0.0,0.0,128.0,0.0001374329879971,-11.830898993516142,-0.0001374329879971
１９９４年,0.0,0.0,128.0,0.0001374329879971,-11.830898993516142,-0.0001374329879971
乡镇企业,0.0,0.0,125.0,0.0001342119023409,-11.80718264152797,-0.0001342119023409
２００,0.0,0.0,124.0,0.0001331382071222,-11.799150529918395,-0.0001331382071222
虎年,0.0,0.0,123.0,0.0001320645119035,-11.791053380750498,-0.0001320645119035
９月,0.0,0.0,120.0,0.0001288434262473,-11.766360957459966,-0.0001288434262473
２２日,0.0,0.0,120.0,0.0001288434262473,-11.766360957459966,-0.0001288434262473
８０,0.0,0.0,118.0,0.0001266960358098,-11.749553970690647,-0.0001266960358098
７月,0.0,0.0,118.0,0.0001266960358098,-11.749553970690647,-0.0001266960358098
１９日,0.0,0.0,118.0,0.0001266960358098,-11.749553970690647,-0.0001266960358098
当局,0.0,0.0,117.0,0.0001256223405911,-11.74104334848316,-0.0001256223405911
１５日,0.0,0.0,117.0,0.0001256223405911,-11.74104334848316,-0.0001256223405911
１４日,0.0,0.0,117.0,0.0001256223405911,-11.74104334848316,-0.0001256223405911
５日,0.0,0.0,117.0,0.0001256223405911,-11.74104334848316,-0.0001256223405911
１０００,0.0,0.0,116.0,0.0001245486453724,-11.732459673415297,-0.0001245486453724
１０月,0.0,0.0,116.0,0.0001245486453724,-11.732459673415297,-0.0001245486453724
２１日,0.0,0.0,114.0,0.0001224012549349,-11.715068071561419,-0.0001224012549349
６日,0.0,0.0,108.0,0.0001159590836226,-11.661001304168481,-0.0001159590836226
２０日,0.0,0.0,107.0,0.0001148853884038,-11.651698992100462,-0.0001148853884038
３００,0.0,0.0,105.0,0.0001127379979664,-11.63283067359181,-0.0001127379979664
６０,0.0,0.0,105.0,0.0001127379979664,-11.63283067359181,-0.0001127379979664
４０,0.0,0.0,104.0,0.0001116643027476,-11.623261307863903,-0.0001116643027476
２３日,0.0,0.0,101.0,0.0001084432170915,-11.593991191564497,-0.0001084432170915
５００,0.0,0.0,101.0,0.0001084432170915,-11.593991191564497,-0.0001084432170915
９０,0.0,0.0,100.0,0.0001073695218727,-11.58404095292396,-0.0001073695218727
７日,0.0,0.0,100.0,0.0001073695218727,-11.58404095292396,-0.0001073695218727
１２,0.0,0.0,96.0,0.0001030747409978,-11.543219346468009,-0.0001030747409978
１５,0.0,0.0,95.0,0.0001020010457791,-11.532748148723119,-0.0001020010457791
１０日,0.0,0.0,95.0,0.0001020010457791,-11.532748148723119,-0.0001020010457791
１１日,0.0,0.0,94.0,0.0001009273505604,-11.522166143687794,-0.0001009273505604
９日,0.0,0.0,93.0,9.98536553416874e-05,-11.511470961109028,-9.98536553416874e-05
１９９３年,0.0,0.0,92.0,9.877996012295958e-05,-11.500660153858673,-9.877996012295958e-05
内塔尼亚胡,0.0,0.0,91.0,9.770626490423176e-05,-11.489731194572721,-9.770626490423176e-05
改制,0.0,0.0,90.0,9.663256968550394e-05,-11.478681472104503,-9.663256968550394e-05
２４日,0.0,0.0,88.0,9.448517924804828e-05,-11.456208851442659,-9.448517924804828e-05
佳节,0.0,0.0,87.0,9.341148402932048e-05,-11.444780277269127,-9.341148402932048e-05
２月,0.0,0.0,87.0,9.341148402932048e-05,-11.444780277269127,-9.341148402932048e-05
楚政,0.0,0.0,86.0,9.233778881059264e-05,-11.433219579347195,-9.233778881059264e-05
撤军,0.0,0.0,86.0,9.233778881059264e-05,-11.433219579347195,-9.233778881059264e-05
２０００,0.0,0.0,86.0,9.233778881059264e-05,-11.433219579347195,-9.233778881059264e-05
２９日,0.0,0.0,86.0,9.233778881059264e-05,-11.433219579347195,-9.233778881059264e-05
其它,0.0,0.0,85.0,9.126409359186482e-05,-11.421523666992057,-9.126409359186482e-05
冯,0.0,0.0,84.0,9.0190398373137e-05,-11.409689339786613,-9.0190398373137e-05
４日,0.0,0.0,84.0,9.0190398373137e-05,-11.409689339786613,-9.0190398373137e-05
９,0.0,0.0,84.0,9.0190398373137e-05,-11.409689339786613,-9.0190398373137e-05
１６日,0.0,0.0,83.0,8.911670315440919e-05,-11.39771328232461,-8.911670315440919e-05
２５日,0.0,0.0,82.0,8.804300793568137e-05,-11.38559205863512,-8.804300793568137e-05
２８日,0.0,0.0,81.0,8.696931271695354e-05,-11.37332210626498,-8.696931271695354e-05
５月,0.0,0.0,81.0,8.696931271695354e-05,-11.37332210626498,-8.696931271695354e-05
首脑,0.0,0.0,80.0,8.589561749822572e-05,-11.36089972999362,-8.589561749822572e-05
１１,0.0,0.0,80.0,8.589561749822572e-05,-11.36089972999362,-8.589561749822572e-05
１８日,0.0,0.0,79.0,8.48219222794979e-05,-11.348321095152595,-8.48219222794979e-05
１７日,0.0,0.0,79.0,8.48219222794979e-05,-11.348321095152595,-8.48219222794979e-05
尉,0.0,0.0,78.0,8.374822706077007e-05,-11.33558222051959,-8.374822706077007e-05
１９９２年,0.0,0.0,78.0,8.374822706077007e-05,-11.33558222051959,-8.374822706077007e-05
双拥,0.0,0.0,78.0,8.374822706077007e-05,-11.33558222051959,-8.374822706077007e-05
３０日,0.0,0.0,76.0,8.160083662331443e-05,-11.309607048337563,-8.160083662331443e-05
３０００,0.0,0.0,76.0,8.160083662331443e-05,-11.309607048337563,-8.160083662331443e-05
解困,0.0,0.0,76.0,8.160083662331443e-05,-11.309607048337563,-8.160083662331443e-05
健行,0.0,0.0,75.0,8.052714140458662e-05,-11.296361984982545,-8.052714140458662e-05
３日,0.0,0.0,75.0,8.052714140458662e-05,-11.296361984982545,-8.052714140458662e-05
独联体,0.0,0.0,75.0,8.052714140458662e-05,-11.296361984982545,-8.052714140458662e-05
１９９１年,0.0,0.0,75.0,8.052714140458662e-05,-11.296361984982545,-8.052714140458662e-05
叶利钦,0.0,0.0,74.0,7.94534461858588e-05,-11.282939132461458,-7.94534461858588e-05
３月,0.0,0.0,72.0,7.730605574840315e-05,-11.25554050787962,-7.730605574840315e-05
８月,0.0,0.0,72.0,7.730605574840315e-05,-11.25554050787962,-7.730605574840315e-05
４月,0.0,0.0,70.0,7.51586653109475e-05,-11.227370000496565,-7.51586653109475e-05
７０,0.0,0.0,70.0,7.51586653109475e-05,-11.227370000496565,-7.51586653109475e-05
褚,0.0,0.0,69.0,7.408497009221968e-05,-11.21298145587066,-7.408497009221968e-05
泽东,0.0,0.0,68.0,7.301127487349186e-05,-11.19838285494702,-7.301127487349186e-05
拍卖,0.0,0.0,68.0,7.301127487349186e-05,-11.19838285494702,-7.301127487349186e-05
教职工,0.0,0.0,68.0,7.301127487349186e-05,-11.19838285494702,-7.301127487349186e-05
童,0.0,0.0,67.0,7.193757965476403e-05,-11.183567973584653,-7.193757965476403e-05
亏损,0.0,0.0,67.0,7.193757965476403e-05,-11.183567973584653,-7.193757965476403e-05
日元,0.0,0.0,67.0,7.193757965476403e-05,-11.183567973584653,-7.193757965476403e-05
２５,0.0,0.0,66.0,7.086388443603622e-05,-11.16853030683747,-7.086388443603622e-05
６月,0.0,0.0,66.0,7.086388443603622e-05,-11.16853030683747,-7.086388443603622e-05
中央电视台,0.0,0.0,66.0,7.086388443603622e-05,-11.16853030683747,-7.086388443603622e-05
４００,0.0,0.0,66.0,7.086388443603622e-05,-11.16853030683747,-7.086388443603622e-05
１４,0.0,0.0,65.0,6.97901892173084e-05,-11.153263051804526,-6.97901892173084e-05
２６日,0.0,0.0,65.0,6.97901892173084e-05,-11.153263051804526,-6.97901892173084e-05
１８,0.0,0.0,65.0,6.97901892173084e-05,-11.153263051804526,-6.97901892173084e-05
阿拉法特,0.0,0.0,65.0,6.97901892173084e-05,-11.153263051804526,-6.97901892173084e-05
时健,0.0,0.0,63.0,6.764279877985276e-05,-11.122010963171945,-6.764279877985276e-05
２０时,0.0,0.0,62.0,6.656910356112493e-05,-11.106010860266139,-6.656910356112493e-05
哈,0.0,0.0,62.0,6.656910356112493e-05,-11.106010860266139,-6.656910356112493e-05
礼貌,0.0,0.0,62.0,6.656910356112493e-05,-11.106010860266139,-6.656910356112493e-05
邦国,0.0,0.0,61.0,6.549540834239711e-05,-11.08975058565266,-6.549540834239711e-05
贝宁,0.0,0.0,60.0,6.442171312366929e-05,-11.073221538168296,-6.442171312366929e-05
２４,0.0,0.0,60.0,6.442171312366929e-05,-11.073221538168296,-6.442171312366929e-05
一九九七年,0.0,0.0,58.0,6.227432268621364e-05,-11.039320521750255,-6.227432268621364e-05
赞助,0.0,0.0,58.0,6.227432268621364e-05,-11.039320521750255,-6.227432268621364e-05
２７日,0.0,0.0,58.0,6.227432268621364e-05,-11.039320521750255,-6.227432268621364e-05
卢布,0.0,0.0,58.0,6.227432268621364e-05,-11.039320521750255,-6.227432268621364e-05
２０００年,0.0,0.0,57.0,6.120062746748583e-05,-11.021929060752818,-6.120062746748583e-05
跌,0.0,0.0,57.0,6.120062746748583e-05,-11.021929060752818,-6.120062746748583e-05
３１日,0.0,0.0,57.0,6.120062746748583e-05,-11.021929060752818,-6.120062746748583e-05
２日,0.0,0.0,57.0,6.120062746748583e-05,-11.021929060752818,-6.120062746748583e-05
１７,0.0,0.0,56.0,6.0126932248758e-05,-11.004229775428994,-6.0126932248758e-05
来访,0.0,0.0,56.0,6.0126932248758e-05,-11.004229775428994,-6.0126932248758e-05
３万,0.0,0.0,55.0,5.9053237030030185e-05,-10.986211572311827,-5.9053237030030185e-05
５０００,0.0,0.0,55.0,5.9053237030030185e-05,-10.986211572311827,-5.9053237030030185e-05
九五,0.0,0.0,54.0,5.797954181130236e-05,-10.967862747228507,-5.797954181130236e-05
１３,0.0,0.0,54.0,5.797954181130236e-05,-10.967862747228507,-5.797954181130236e-05
长工,0.0,0.0,52.0,5.583215137384672e-05,-10.930123082597959,-5.583215137384672e-05
献,0.0,0.0,52.0,5.583215137384672e-05,-10.930123082597959,-5.583215137384672e-05
破产,0.0,0.0,52.0,5.583215137384672e-05,-10.930123082597959,-5.583215137384672e-05
子文,0.0,0.0,51.0,5.475845615511889e-05,-10.91070534792719,-5.475845615511889e-05
镕基,0.0,0.0,51.0,5.475845615511889e-05,-10.91070534792719,-5.475845615511889e-05
菲律宾,0.0,0.0,51.0,5.475845615511889e-05,-10.91070534792719,-5.475845615511889e-05
瑞环,0.0,0.0,51.0,5.475845615511889e-05,-10.91070534792719,-5.475845615511889e-05
浩田,0.0,0.0,51.0,5.475845615511889e-05,-10.91070534792719,-5.475845615511889e-05
公有制,0.0,0.0,50.0,5.368476093639108e-05,-10.890903085864666,-5.368476093639108e-05
因特网,0.0,0.0,49.0,5.261106571766325e-05,-10.870700758688157,-5.261106571766325e-05
铁映,0.0,0.0,49.0,5.261106571766325e-05,-10.870700758688157,-5.261106571766325e-05
１万,0.0,0.0,49.0,5.261106571766325e-05,-10.870700758688157,-5.261106571766325e-05
１００万,0.0,0.0,49.0,5.261106571766325e-05,-10.870700758688157,-5.261106571766325e-05
张北,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
港元,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
外债,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
２０％,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
兑,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
Ａ,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
１６,0.0,0.0,48.0,5.153737049893543e-05,-10.850081867465486,-5.153737049893543e-05
北爱,0.0,0.0,47.0,5.046367528020761e-05,-10.829028871097767,-5.046367528020761e-05
锋,0.0,0.0,47.0,5.046367528020761e-05,-10.829028871097767,-5.046367528020761e-05
４０００,0.0,0.0,46.0,4.938998006147979e-05,-10.80752309665587,-4.938998006147979e-05
刑事诉讼法,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
春云,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
９７,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
倒闭,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
驻军,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
穷,0.0,0.0,45.0,4.831628484275197e-05,-10.785544639861701,-4.831628484275197e-05
２万,0.0,0.0,44.0,4.724258962402415e-05,-10.76307225438515,-4.724258962402415e-05
俞,0.0,0.0,44.0,4.724258962402415e-05,-10.76307225438515,-4.724258962402415e-05
１９,0.0,0.0,44.0,4.724258962402415e-05,-10.76307225438515,-4.724258962402415e-05
１／３,0.0,0.0,44.0,4.724258962402415e-05,-10.76307225438515,-4.724258962402415e-05
澜涛,0.0,0.0,44.0,4.724258962402415e-05,-10.76307225438515,-4.724258962402415e-05
１０万,0.0,0.0,43.0,4.616889440529632e-05,-10.740083228413653,-4.616889440529632e-05
国家教委,0.0,0.0,43.0,4.616889440529632e-05,-10.740083228413653,-4.616889440529632e-05
３０万,0.0,0.0,43.0,4.616889440529632e-05,-10.740083228413653,-4.616889440529632e-05
经济林,0.0,0.0,43.0,4.616889440529632e-05,-10.740083228413653,-4.616889440529632e-05
利维,0.0,0.0,42.0,4.50951991865685e-05,-10.716553246697028,-4.50951991865685e-05
１０％,0.0,0.0,42.0,4.50951991865685e-05,-10.716553246697028,-4.50951991865685e-05
省政协,0.0,0.0,42.0,4.50951991865685e-05,-10.716553246697028,-4.50951991865685e-05
１９９０年,0.0,0.0,42.0,4.50951991865685e-05,-10.716553246697028,-4.50951991865685e-05
温饱,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
利税,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
布莱尔,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
家宝,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
６００,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
一百,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
改组,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
８０％,0.0,0.0,41.0,4.402150396784068e-05,-10.692456235967036,-4.402150396784068e-05
十一,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
３０％,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
１２０,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
１９９８,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
珀斯,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
汉年,0.0,0.0,40.0,4.294780874911286e-05,-10.667764191267871,-4.294780874911286e-05
４０％,0.0,0.0,39.0,4.187411353038504e-05,-10.642446980297066,-4.187411353038504e-05
一九九八年,0.0,0.0,39.0,4.187411353038504e-05,-10.642446980297066,-4.187411353038504e-05
大业,0.0,0.0,39.0,4.187411353038504e-05,-10.642446980297066,-4.187411353038504e-05
棋手,0.0,0.0,39.0,4.187411353038504e-05,-10.642446980297066,-4.187411353038504e-05
股份合作制,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
５０％,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
９８,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
约旦河,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
华卿,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
电话机,0.0,0.0,38.0,4.0800418311657214e-05,-10.616472122328668,-4.0800418311657214e-05
８００,0.0,0.0,37.0,3.97267230929294e-05,-10.589804537650393,-3.97267230929294e-05
１９８８年,0.0,0.0,37.0,3.97267230929294e-05,-10.589804537650393,-3.97267230929294e-05
国栋,0.0,0.0,37.0,3.97267230929294e-05,-10.589804537650393,-3.97267230929294e-05
海湾,0.0,0.0,36.0,3.865302787420157e-05,-10.562406262665906,-3.865302787420157e-05
２２,0.0,0.0,36.0,3.865302787420157e-05,-10.562406262665906,-3.865302787420157e-05
９０％,0.0,0.0,36.0,3.865302787420157e-05,-10.562406262665906,-3.865302787420157e-05
阎,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
６０％,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
克雷库,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
踞,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
玲,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
我党,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
特委会,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
５万,0.0,0.0,35.0,3.757933265547375e-05,-10.534236124856797,-3.757933265547375e-05
兴奋剂,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
３５,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
民兵,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
长野,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
３６,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
家华,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
湘西,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
７０％,0.0,0.0,34.0,3.650563743674593e-05,-10.505249370620396,-3.650563743674593e-05
１５％,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
４万,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
２６,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
本法,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
北京军区,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
中南海,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
年年,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
张北县,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
巴格达,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
邮电,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
１９９９年,0.0,0.0,33.0,3.543194221801811e-05,-10.475397237539433,-3.543194221801811e-05
桥本,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
地质部,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
特困户,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
１９９７,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
１５０,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
大藏省,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
３１,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
虎踞,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
美联社,0.0,0.0,32.0,3.435824699929029e-05,-10.444626460819936,-3.435824699929029e-05
４５,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
伯承,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
喜迎,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
题词,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
购并,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
歹徒,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
１４０,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
泰铢,0.0,0.0,31.0,3.3284551780562466e-05,-10.412878701351582,-3.3284551780562466e-05
确,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
韦德里纳,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
锦涛,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
比索,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
无产阶级,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
１５００,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
２０万,0.0,0.0,30.0,3.221085656183464e-05,-10.380089879963593,-3.221085656183464e-05
荣桓,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
１００％,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
罗布泊,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
５％,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
伍,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
离退休,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
团拜会,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
兆国,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
太岳区,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
移,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
女排,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
排球,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
庆林,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
艾滋病,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
教堂,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
２９,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
传记,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
收盘,0.0,0.0,29.0,3.113716134310682e-05,-10.34618939878629,-3.113716134310682e-05
国民党,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
世锦赛,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
巴特勒,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
自由泳,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
网络版,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
编者,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
临,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
Ｂ,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
维和,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
１０００万,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
革命家,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
１９８７年,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
１９８５年,0.0,0.0,28.0,3.0063466124379e-05,-10.311099225936294,-3.0063466124379e-05
